,Province_State,Admin2,Population,Lat,Long
0,Alabama,Autauga,55869,32.63952745,-86.64408227
1,Alabama,Baldwin,223234,30.82774991,-87.72207058
2,Alabama,Barbour,24686,31.968263,-85.3871286
3,Alabama,Bibb,22394,33.09642064,-87.12511459999996
4,Alabama,Blount,57826,34.08210918,-86.56790593
5,Alabama,Bullock,10101,32.20030533,-85.71265535
6,Alabama,Butler,19448,31.853000950000002,-86.68057478
7,Alabama,Calhoun,113605,33.87483727,-85.82630386
8,Alabama,Chambers,33254,33.01360079,-85.39072749
9,Alabama,Cherokee,26196,34.278059830000004,-85.60638968
10,Alabama,Chilton,44428,32.95044126,-86.7173256
11,Alabama,Choctaw,12589,32.12227341,-88.26564429999998
12,Alabama,Clarke,23622,31.780998590000003,-87.83548597
13,Alabama,Clay,13235,33.36984193,-85.85836077
14,Alabama,Cleburne,14910,33.776792040000004,-85.52005899
15,Alabama,Coffee,52342,31.499328260000002,-85.98901039
16,Alabama,Colbert,55241,34.79847452,-87.80168544
17,Alabama,Conecuh,12067,31.53401703,-86.99320044
18,Alabama,Coosa,10663,33.03690146,-86.24847739
19,Alabama,Covington,37049,31.347785400000003,-86.45050893
20,Alabama,Crenshaw,13772,31.829418030000003,-86.31593104
21,Alabama,Cullman,83768,34.23020303,-86.86888037
22,Alabama,Dale,49172,31.53037123,-85.61095742
23,Alabama,Dallas,37196,32.42688101,-87.10866709999998
24,Alabama,DeKalb,71513,34.559468620000004,-85.80782906
25,Alabama,Elmore,81209,32.69785413,-86.14415284
26,Alabama,Escambia,36633,31.225678900000002,-87.15918694
27,Alabama,Etowah,102268,34.14567266,-86.04051873
28,Alabama,Fayette,16302,33.82076938,-87.73886638
29,Alabama,Franklin,31362,34.54235334,-87.84289505
30,Alabama,Geneva,26271,31.19389027,-85.83572839
31,Alabama,Greene,8111,32.95504247,-87.95684022
32,Alabama,Hale,14651,32.86039258,-87.63284988
33,Alabama,Henry,17205,31.611480160000003,-85.24267944
34,Alabama,Houston,105882,31.25197924,-85.29939599
35,Alabama,Jackson,51626,34.88144169,-85.99750489
36,Alabama,Jefferson,658573,33.65554728,-86.89506300000002
37,Alabama,Lamar,13805,33.87995024,-88.09668032
38,Alabama,Lauderdale,92729,35.00171875,-87.65624729
39,Alabama,Lawrence,32924,34.62041498,-87.31069453
40,Alabama,Lee,164542,32.70154883,-85.35132246
41,Alabama,Limestone,98915,34.91185586,-86.98310072
42,Alabama,Lowndes,9726,32.2597283,-86.65158371
43,Alabama,Macon,18068,32.487599440000004,-85.69267724
44,Alabama,Madison,372909,34.86327133,-86.55069633
45,Alabama,Marengo,18863,32.34767634,-87.78796182
46,Alabama,Marion,29709,34.23697363,-87.88704173
47,Alabama,Marshall,96774,34.46975964,-86.30486727
48,Alabama,Mobile,413210,30.88472347,-88.20842409
49,Alabama,Monroe,20733,31.66729412,-87.36995001
50,Alabama,Montgomery,226486,32.320683100000004,-86.20969272
51,Alabama,Morgan,119679,34.555005890000004,-86.85475946
52,Alabama,Out of AL,0,0.1,0.0
53,Alabama,Perry,8923,32.74048341,-87.29770589
54,Alabama,Pickens,19930,33.38094866,-88.08818103
55,Alabama,Pike,33114,31.903963830000002,-85.9408295
56,Alabama,Randolph,22722,33.395267340000004,-85.45708831
57,Alabama,Russell,57961,32.38725256,-85.18415324
58,Alabama,Shelby,217702,33.36879845,-86.66232561
59,Alabama,St. Clair,89512,33.81902176,-86.31029372
60,Alabama,Sumter,12427,32.69117397,-88.19916205
61,Alabama,Talladega,79978,33.47823223,-86.16886178
62,Alabama,Tallapoosa,40367,32.96698258,-85.79833053
63,Alabama,Tuscaloosa,209355,33.38726072,-87.52556818
64,Alabama,Unassigned,0,0.1,0.0
65,Alabama,Walker,63521,33.90270512,-87.30027177
66,Alabama,Washington,16326,31.5092794,-88.20689944
67,Alabama,Wilcox,10373,32.08773215,-87.30891118
68,Alabama,Winston,23629,34.25030532,-87.37325922
69,Alaska,Aleutians East,3337,55.422224140000004,-161.9722021
70,Alaska,Aleutians West,5634,52.423300000000005,-174.1596
71,Alaska,Anchorage,288000,61.24998174,-149.14269860000005
72,Alaska,Bethel,18386,61.00980451,-159.8561831
73,Alaska,Bristol Bay,836,58.84513976,-156.701064
74,Alaska,Bristol Bay plus Lake and Peninsula,1592,58.72403337,-156.21405890000003
75,Alaska,Chugach,6751,61.26666,-149.9
76,Alaska,Copper River,2699,60.4886,-162.8905196
77,Alaska,Denali,2097,63.77264044,-150.0076108
78,Alaska,Dillingham,4916,59.89603738,-158.23819419999995
79,Alaska,Fairbanks North Star,96849,64.90726246999999,-146.5692662
80,Alaska,Haines,2530,59.19893571,-135.4679843
81,Alaska,Hoonah-Angoon,2148,58.39307365,-135.64244240000002
82,Alaska,Juneau,31974,58.55031811,-134.200436
83,Alaska,Kenai Peninsula,58708,60.34429722,-151.53888840000005
84,Alaska,Ketchikan Gateway,13901,55.67445008,-130.975561
85,Alaska,Kodiak Island,12998,57.755294150000005,-153.7493579
86,Alaska,Kusilvak,8314,62.254291599999995,-163.39678830000005
87,Alaska,Matanuska-Susitna,108317,62.41305045,-149.5741743
88,Alaska,Nome,10004,65.00320724,-164.0353804
89,Alaska,North Slope,9832,69.41479215999999,-153.4836093
90,Alaska,Northwest Arctic,7621,67.14919196,-159.7503946
91,Alaska,Out of AK,0,0.1,0.0
92,Alaska,Petersburg,3266,57.23978948,-132.9540995
93,Alaska,Prince of Wales-Hyder,6203,55.86261984,-133.0511621
94,Alaska,Sitka,8493,57.341245550000004,-135.3206587
95,Alaska,Skagway,1183,59.66149996,-135.3337748
96,Alaska,Southeast Fairbanks,6893,63.97692095,-143.2127643
97,Alaska,Unassigned,0,0.1,0.0
98,Alaska,Valdez-Cordova,9202,61.57502768,-144.7126799
99,Alaska,Wrangell,2502,56.4202004,-132.05837309999998
100,Alaska,Yakutat,579,59.9909808,-140.36014509999998
101,Alaska,Yukon-Koyukuk,5230,65.60815459,-151.3907387
102,American Samoa,,55641,-14.171000000000001,-170.132
103,Arizona,Apache,71887,35.49465006,-109.4892383
104,Arizona,Cochise,125922,31.97934684,-109.7516088
105,Arizona,Coconino,143476,35.93883429,-111.7707178
106,Arizona,Gila,54018,33.901900850000004,-110.8132779
107,Arizona,Graham,38837,33.03166885,-109.8882178
108,Arizona,Greenlee,9498,33.31498827,-109.2405279
109,Arizona,La Paz,21108,33.828542240000004,-113.9810029
110,Arizona,Maricopa,4485414,33.448358670000005,-112.4918154
111,Arizona,Mohave,212181,35.80471703,-113.7577902
112,Arizona,Navajo,110924,35.4997715,-110.3218983
113,Arizona,Out of AZ,0,0.1,0.0
114,Arizona,Pima,1047279,32.1971334,-111.7890033
115,Arizona,Pinal,462789,33.005256270000004,-111.3449483
116,Arizona,Santa Cruz,46498,31.625089980000002,-110.8479088
117,Arizona,Unassigned,0,0.1,0.0
118,Arizona,Yavapai,235099,34.69933926,-112.5538588
119,Arizona,Yuma,213787,32.868957120000005,-113.90666740000002
120,Arkansas,Arkansas,17486,34.39145151,-91.37277296
121,Arkansas,Ashley,19657,33.29153461,-91.7698471
122,Arkansas,Baxter,41932,36.38784385,-92.33782872
123,Arkansas,Benton,279141,36.43644656,-94.25680817
124,Arkansas,Boone,37432,36.4084504,-93.09374925
125,Arkansas,Bradley,10763,33.567558080000005,-92.15980837
126,Arkansas,Calhoun,5189,33.65598792,-92.49974403
127,Arkansas,Carroll,28380,36.44038560000001,-93.54270261
128,Arkansas,Chicot,10118,33.36458973,-91.29539209
129,Arkansas,Clark,22320,34.14613432,-93.17484713
130,Arkansas,Clay,14551,36.46826212,-90.4148172
131,Arkansas,Cleburne,24919,35.638649220000005,-92.02640019
132,Arkansas,Cleveland,7956,33.99723187,-92.18537045
133,Arkansas,Columbia,23457,33.312307010000005,-93.22642793
134,Arkansas,Conway,20846,35.36205537,-92.70506566
135,Arkansas,Craighead,110332,35.93018283,-90.63235729
136,Arkansas,Crawford,63257,35.689286010000004,-94.2446814
137,Arkansas,Crittenden,47955,35.312473180000005,-90.30839406
138,Arkansas,Cross,16419,35.39631396,-90.77185818
139,Arkansas,Dallas,7009,34.070427630000005,-92.65167437
140,Arkansas,Desha,11361,33.93011025,-91.25500948
141,Arkansas,Drew,18219,33.69035001,-91.71777921
142,Arkansas,Faulkner,126007,35.24719007,-92.33717519
143,Arkansas,Franklin,17715,35.61202821,-93.89299569
144,Arkansas,Fulton,12477,36.48177105,-91.81729127
145,Arkansas,Garland,99386,34.67692074,-93.14921604
146,Arkansas,Grant,18265,34.39017991,-92.42320562
147,Arkansas,Greene,45325,36.217354600000014,-90.55832668
148,Arkansas,Hempstead,21532,33.83325583,-93.66935133
149,Arkansas,Hot Spring,33771,34.41709259,-92.95396325
150,Arkansas,Howard,13202,34.190074270000004,-93.9934871
151,Arkansas,Independence,37825,35.84242707,-91.57001641
152,Arkansas,Izard,13629,36.19604046,-91.90847954
153,Arkansas,Jackson,16719,35.69802983,-91.21494602
154,Arkansas,Jefferson,66824,34.36767081,-91.92619839
155,Arkansas,Johnson,26578,35.66759135,-93.46036368
156,Arkansas,Lafayette,6624,33.34116713,-93.60677071
157,Arkansas,Lawrence,16406,36.14188196,-91.10867198
158,Arkansas,Lee,8857,34.88498904,-90.78383866
159,Arkansas,Lincoln,13024,34.05317155,-91.74002806
160,Arkansas,Little River,12259,33.803756650000004,-94.23468591
161,Arkansas,Logan,21466,35.31413234,-93.71951016
162,Arkansas,Lonoke,73309,34.85392199,-91.88742357
163,Arkansas,Madison,16576,36.11038185,-93.72524943
164,Arkansas,Marion,16694,36.36844485,-92.68451899
165,Arkansas,Miller,43257,33.41403423,-93.89285258
166,Arkansas,Mississippi,40651,35.86271485,-90.05194370000002
167,Arkansas,Monroe,6701,34.7815935,-91.20540287
168,Arkansas,Montgomery,8986,34.637048740000004,-93.65824478
169,Arkansas,Nevada,8252,33.76340119,-93.30632432
170,Arkansas,Newton,7753,36.01947491,-93.21612969
171,Arkansas,Ouachita,23382,33.68839816,-92.87795984
172,Arkansas,Out of AR,0,0.1,0.0
173,Arkansas,Perry,10455,35.045915300000004,-92.94372564
174,Arkansas,Phillips,17782,34.53268455,-90.84800154
175,Arkansas,Pike,10718,34.262504140000004,-93.65789349
176,Arkansas,Poinsett,23528,35.67433534,-90.66268713
177,Arkansas,Polk,19964,34.582548790000004,-94.22728802
178,Arkansas,Pope,64072,35.54871474,-93.03212219
179,Arkansas,Prairie,8062,34.936244190000004,-91.55162157
180,Arkansas,Pulaski,391911,34.87054088,-92.31355101
181,Arkansas,Randolph,17958,36.4415714,-91.02455531
182,Arkansas,Saline,122437,34.74916145,-92.67583224
183,Arkansas,Scott,10281,34.95588887,-94.0632176
184,Arkansas,Searcy,7881,36.0109364,-92.69936482
185,Arkansas,Sebastian,127827,35.29605503,-94.27162713
186,Arkansas,Sevier,17007,34.097804010000004,-94.2424869
187,Arkansas,Sharp,17442,36.26258158,-91.47819342
188,Arkansas,St. Francis,24994,35.12201976,-90.74828138
189,Arkansas,Stone,12506,35.96251946,-92.15684085
190,Arkansas,Unassigned,0,0.1,0.0
191,Arkansas,Union,38682,33.268870910000004,-92.59746952
192,Arkansas,Van Buren,16545,35.68095779,-92.51295036
193,Arkansas,Washington,239187,36.076844,-94.21800746
194,Arkansas,White,78753,35.35688493,-91.74908296
195,Arkansas,Woodruff,6320,35.28902527,-91.2439489
196,Arkansas,Yell,21341,35.10292371,-93.41171338
197,California,Alameda,1671329,37.74629437,-121.8929271
198,California,Alpine,1129,38.69678594,-119.8223594
199,California,Amador,39752,38.54583082,-120.65696
200,California,Butte,219186,39.76727762,-121.6005252
201,California,Calaveras,45905,38.30537103,-120.552913
202,California,Colusa,21547,39.27881957,-122.2331726
203,California,Contra Costa,1153526,38.01923498,-121.9289527
204,California,Del Norte,27812,41.84228275,-123.8974063
205,California,El Dorado,192843,38.87965956,-120.5233166
206,California,Fresno,999101,36.85733899,-119.6466953
207,California,Glenn,28393,39.69875897,-122.3938452
208,California,Humboldt,135558,40.79923009,-123.876044
209,California,Imperial,181215,33.1393082,-115.3669042
210,California,Inyo,18039,36.61112084,-117.41119779999998
211,California,Kern,900202,35.44329425,-118.7277796
212,California,Kings,152940,36.17409056,-119.8159973
213,California,Lake,64386,39.20124298,-122.7536244
214,California,Lassen,30573,40.77311306,-120.59350990000002
215,California,Los Angeles,10039107,34.40828379,-118.2282411
216,California,Madera,157327,37.315139710000004,-119.76655890000002
217,California,Marin,258826,38.171224630000005,-122.7210631
218,California,Mariposa,17203,37.67978556,-119.9073334
219,California,Mendocino,86749,39.5381191,-123.3911313
220,California,Merced,277680,37.28922369,-120.7209035
221,California,Modoc,8841,41.68965602,-120.7244817
222,California,Mono,14444,38.03899289,-118.8872409
223,California,Monterey,434061,36.318624050000004,-121.2413397
224,California,Napa,137744,38.60735751,-122.332839
225,California,Nevada,99755,39.40394768,-120.7627281
226,California,Orange,3175692,33.80147516,-117.76459979999998
227,California,Out of CA,0,0.1,0.0
228,California,Placer,398329,39.16167234,-120.7240569
229,California,Plumas,18807,40.10355989,-120.8395236
230,California,Riverside,2470546,33.84314981,-115.9933578
231,California,Sacramento,1552058,38.55106826,-121.3425374
232,California,San Benito,62808,36.70308176,-121.069975
233,California,San Bernardino,2180085,34.94060306,-116.1774685
234,California,San Diego,3338330,33.13484597,-116.7365326
235,California,San Francisco,881549,37.852151140000004,-122.4385672
236,California,San Joaquin,762148,38.03433732,-121.2730061
237,California,San Luis Obispo,283111,35.48822029,-120.4039028
238,California,San Mateo,766573,37.5228808,-122.32755459999998
239,California,Santa Barbara,446499,34.75329488,-120.0188492
240,California,Santa Clara,1927852,37.33104908,-121.6970462
241,California,Santa Cruz,273213,37.15580291,-122.0066524
242,California,Shasta,180080,40.86391419,-122.0396884
243,California,Sierra,3005,39.67713498,-120.52007009999998
244,California,Siskiyou,43539,41.69198861,-122.5407434
245,California,Solano,447643,38.36827353,-121.9357113
246,California,Sonoma,494336,38.62746429,-122.8862506
247,California,Stanislaus,550660,37.65862499,-120.9970722
248,California,Sutter,96971,39.13417539,-121.6945899
249,California,Tehama,65084,40.22570935,-122.2370171
250,California,Trinity,12285,40.749176700000014,-123.114713
251,California,Tulare,466195,36.320265580000004,-118.8020203
252,California,Tuolumne,54478,38.12644018,-119.9525093
253,California,Unassigned,0,0.1,0.0
254,California,Ventura,846006,34.54465746,-119.0910613
255,California,Yolo,220500,38.78278902,-121.9018288
256,California,Yuba,78668,39.36255932,-121.3535644
257,Colorado,Adams,517421,39.974320920000004,-104.3362578
258,Colorado,Alamosa,16233,37.67250606,-105.7885451
259,Colorado,Arapahoe,656590,39.74977461,-104.3353617
260,Colorado,Archuleta,14029,37.29474156,-107.0476867
261,Colorado,Baca,3581,37.41940883,-102.5603223
262,Colorado,Bent,5577,38.05474293,-103.0720195
263,Colorado,Boulder,326196,40.193136190000004,-105.3546767
264,Colorado,Broomfield,70465,40.05998787,-105.0566324
265,Colorado,Chaffee,20356,38.84745778,-106.19265729999998
266,Colorado,Cheyenne,1831,38.927774310000004,-102.6032558
267,Colorado,Clear Creek,9700,39.78864463,-105.6463118
268,Colorado,Conejos,8205,37.301606,-106.19174879999998
269,Colorado,Costilla,3887,37.37732493,-105.4276548
270,Colorado,Crowley,6061,38.42608609,-103.7844965
271,Colorado,Custer,5068,38.20883162,-105.3683478
272,Colorado,Delta,31162,38.96246243,-107.8631342
273,Colorado,Denver,727211,39.86018276,-104.8725695
274,Colorado,Dolores,2055,37.85208676,-108.5211585
275,Colorado,Douglas,351154,39.43133796,-104.930001
276,Colorado,Eagle,55127,39.727543080000004,-106.6933637
277,Colorado,El Paso,720403,38.932401490000004,-104.5251411
278,Colorado,Elbert,26729,39.38656773,-104.1358721
279,Colorado,Fremont,47839,38.57362326,-105.4399667
280,Colorado,Garfield,60061,39.699217770000004,-107.902708
281,Colorado,Gilpin,6243,39.95646523,-105.5252597
282,Colorado,Grand,15734,40.20603347,-106.1178042
283,Colorado,Gunnison,17462,38.766116520000004,-107.0320729
284,Colorado,Hinsdale,820,37.92247444,-107.3004345
285,Colorado,Huerfano,6897,37.78473101,-104.9612585
286,Colorado,Jackson,1392,40.765938700000014,-106.3408905
287,Colorado,Jefferson,582881,39.68635604,-105.2517692
288,Colorado,Kiowa,1406,38.532608960000005,-102.7392145
289,Colorado,Kit Carson,7097,39.40497777,-102.6022199
290,Colorado,La Plata,56221,37.38632032,-107.8429014
291,Colorado,Lake,8127,39.302788230000004,-106.3555697
292,Colorado,Larimer,356899,40.76671597,-105.4625784
293,Colorado,Las Animas,14506,37.4153406,-104.0376458
294,Colorado,Lincoln,5701,39.08749519,-103.5136649
295,Colorado,Logan,22409,40.824963700000005,-103.110817
296,Colorado,Mesa,154210,39.11787888,-108.469799
297,Colorado,Mineral,769,37.76954283,-106.9281698
298,Colorado,Moffat,13283,40.71810999,-108.2070876
299,Colorado,Montezuma,26183,37.43859579,-108.5958857
300,Colorado,Montrose,42758,38.50214114,-108.26390220000002
301,Colorado,Morgan,29068,40.36279810000001,-103.8093302
302,Colorado,Otero,18278,38.0014485,-103.7173385
303,Colorado,Ouray,4952,38.24717457,-107.7675136
304,Colorado,Out of CO,0,0.1,0.0
305,Colorado,Park,18845,39.220926,-105.7182065
306,Colorado,Phillips,4265,40.69414277,-102.3577703
307,Colorado,Pitkin,17767,39.31720112,-106.9310027
308,Colorado,Prowers,12172,38.05544985,-102.3926052
309,Colorado,Pueblo,168424,38.273591440000004,-104.5127437
310,Colorado,Rio Blanco,6324,40.07913541,-108.2179009
311,Colorado,Rio Grande,11267,37.6836865,-106.3847838
312,Colorado,Routt,25638,40.58596505,-106.9905548
313,Colorado,Saguache,6824,38.18054629,-106.282466
314,Colorado,San Juan,728,37.86248981,-107.67632890000002
315,Colorado,San Miguel,8179,38.10450883,-108.4020725
316,Colorado,Sedgwick,2248,40.975954120000004,-102.3519227
317,Colorado,Summit,31011,39.73803232,-106.1150762
318,Colorado,Teller,25388,38.98133511,-105.1614893
319,Colorado,Unassigned,0,0.1,0.0
320,Colorado,Washington,4908,40.07015535,-103.202587
321,Colorado,Weld,324492,40.65499405,-104.3929621
322,Colorado,Yuma,10019,40.10346839,-102.4258673
323,Connecticut,Fairfield,943332,41.368098960000005,-73.3881171
324,Connecticut,Hartford,891720,41.902830110000004,-72.73103891
325,Connecticut,Litchfield,180333,41.8937534,-73.2451475
326,Connecticut,Middlesex,162436,41.55949668,-72.53714864
327,Connecticut,New Haven,854757,41.5080325,-72.93620426
328,Connecticut,New London,265206,41.588964350000005,-72.10430976
329,Connecticut,Out of CT,0,0.1,0.0
330,Connecticut,Tolland,150721,41.95853803,-72.3308481
331,Connecticut,Unassigned,0,0.1,0.0
332,Connecticut,Windham,116782,41.92972709,-71.98182316
333,Delaware,Kent,180786,39.186466280000005,-75.56884914
334,Delaware,New Castle,558753,39.679926380000005,-75.64054974
335,Delaware,Out of DE,0,0.1,0.0
336,Delaware,Sussex,234225,38.761437810000004,-75.39031349
337,Delaware,Unassigned,0,0.1,0.0
338,Diamond Princess,,0,0.1,0.0
339,District of Columbia,District of Columbia,705749,39.00417773,-77.01655992
340,District of Columbia,Out of DC,0,0.1,0.0
341,District of Columbia,Unassigned,0,0.1,0.0
342,Florida,Alachua,269043,29.778665250000003,-82.35928158
343,Florida,Baker,29210,30.430601210000003,-82.28467476
344,Florida,Bay,174705,30.36548745,-85.62122584
345,Florida,Bradford,28201,30.05079741,-82.16611613
346,Florida,Brevard,601942,28.39409504,-80.73091022
347,Florida,Broward,1952778,26.25184651,-80.48725556
348,Florida,Calhoun,14105,30.50666734,-85.19394153
349,Florida,Charlotte,188910,27.001310020000002,-81.92949121
350,Florida,Citrus,149657,28.94804315,-82.47614748
351,Florida,Clay,219252,30.08319144,-81.85609986
352,Florida,Collier,384902,26.21091986,-81.34687065
353,Florida,Columbia,71686,30.32509788,-82.62160164
354,Florida,DeSoto,38001,27.28677893,-81.80941373
355,Florida,Dixie,16826,29.706310860000002,-83.15724673
356,Florida,Duval,957755,30.432258750000003,-81.66976468
357,Florida,Escambia,318316,30.77652764,-87.37284571
358,Florida,Flagler,115081,29.55933576,-81.31508595
359,Florida,Franklin,12125,29.93791238,-84.82731662
360,Florida,Gadsden,45660,30.67796289,-84.61915825
361,Florida,Gilchrist,18582,29.828569780000002,-82.79880657
362,Florida,Glades,13811,27.05635849,-81.18996211
363,Florida,Gulf,13639,30.03543004,-85.24270990000002
364,Florida,Hamilton,14428,30.596739730000003,-82.94998918
365,Florida,Hardee,26937,27.59293939,-81.80956574
366,Florida,Hendry,42022,26.653869450000002,-81.16469006
367,Florida,Hernando,193920,28.65364461,-82.42700204
368,Florida,Highlands,106221,27.44254618,-81.34071957
369,Florida,Hillsborough,1471968,28.027655900000003,-82.32013172
370,Florida,Holmes,19617,30.96747479,-85.81319222
371,Florida,Indian River,159923,27.793089610000003,-80.60556721
372,Florida,Jackson,46414,30.8954597,-85.21500423
373,Florida,Jefferson,14246,30.53669112,-83.89442308
374,Florida,Lafayette,8422,30.084841370000003,-83.18166636
375,Florida,Lake,367118,28.86202069,-81.7125123
376,Florida,Lee,770577,26.68410348,-81.88399313
377,Florida,Leon,293582,30.559557270000003,-84.27491114
378,Florida,Levy,41503,29.41829741,-82.74007147
379,Florida,Liberty,8354,30.337660080000003,-84.8829258
380,Florida,Madison,18493,30.54396917,-83.47398594
381,Florida,Manatee,403253,27.571969420000002,-82.31831044
382,Florida,Marion,365579,29.312271130000003,-82.05803627
383,Florida,Martin,161000,27.1772071,-80.43109784
384,Florida,Miami-Dade,2716940,25.711236200000002,-80.55170587
385,Florida,Monroe,74228,25.309046730000002,-81.07812416
386,Florida,Nassau,88625,30.71037141,-81.80297522
387,Florida,Okaloosa,210738,30.79143028,-86.59267105
388,Florida,Okeechobee,42168,27.486336199999997,-80.88944347
389,Florida,Orange,1393452,28.61367621,-81.31799498
390,Florida,Osceola,375751,28.16312234,-81.14882926
391,Florida,Out of FL,0,0.1,0.0
392,Florida,Palm Beach,1496770,26.746762720000003,-80.46536002
393,Florida,Pasco,553947,28.40810945,-82.40227529
394,Florida,Pinellas,974996,28.031303490000003,-82.72239666
395,Florida,Polk,724777,28.050271050000003,-81.69732947
396,Florida,Putnam,74521,29.707797290000002,-81.74230285
397,Florida,Santa Rosa,184313,30.79341450000001,-87.02458128
398,Florida,Sarasota,433742,27.285461750000003,-82.33174248
399,Florida,Seminole,471826,28.8158582,-81.24060348
400,Florida,St. Johns,264672,30.000965060000002,-81.43589967
401,Florida,St. Lucie,328297,27.477639080000003,-80.47106649
402,Florida,Sumter,132420,28.801817540000002,-82.0794267
403,Florida,Suwannee,44417,30.297460660000002,-82.99099670000003
404,Florida,Taylor,21569,30.14848048,-83.60445406
405,Florida,Unassigned,0,0.1,0.0
406,Florida,Union,15237,30.14412971,-82.37497443
407,Florida,Volusia,553284,29.158588950000002,-81.18263252
408,Florida,Wakulla,33739,30.265489050000003,-84.39895211
409,Florida,Walton,74071,30.74204028,-86.16935664
410,Florida,Washington,25473,30.71359259,-85.66002461
411,Georgia,Appling,18386,31.848472320000003,-82.28909114
412,Georgia,Atkinson,8165,31.396335020000002,-82.87545866
413,Georgia,Bacon,11164,31.65456473,-82.45936528
414,Georgia,Baker,3038,31.426698780000002,-84.44218806
415,Georgia,Baldwin,44890,33.16882326,-83.24701748
416,Georgia,Banks,19234,34.45607081,-83.49644388
417,Georgia,Barrow,83240,34.09148694,-83.71436292
418,Georgia,Bartow,107738,34.337321190000004,-84.83887523
419,Georgia,Ben Hill,16700,31.86095874,-83.22145359
420,Georgia,Berrien,19397,31.37590016,-83.22529920000002
421,Georgia,Bibb,153159,32.90904227,-83.70489165
422,Georgia,Bleckley,12873,32.538290350000004,-83.33035166
423,Georgia,Brantley,19109,31.29576557,-81.97743999
424,Georgia,Brooks,15457,30.93922642,-83.58303423
425,Georgia,Bryan,39627,32.10979311,-81.44002948
426,Georgia,Bulloch,79608,32.49577406,-81.74811421
427,Georgia,Burke,22383,33.159179890000004,-81.99928721
428,Georgia,Butts,24936,33.383094500000006,-83.95435040000002
429,Georgia,Calhoun,6189,31.631697850000002,-84.62725131
430,Georgia,Camden,54666,31.029519160000003,-81.66601818
431,Georgia,Candler,10803,32.50209349,-82.07702563
432,Georgia,Carroll,119992,33.68138199,-85.07976677
433,Georgia,Catoosa,67580,34.998722980000004,-85.13757014
434,Georgia,Charlton,13392,30.883710280000003,-82.13951596
435,Georgia,Chatham,289430,32.10043026,-81.12489526
436,Georgia,Chattahoochee,10907,32.44341231,-84.78809239
437,Georgia,Chattooga,24789,34.57197698,-85.34535662
438,Georgia,Cherokee,258773,34.343939760000005,-84.47431861
439,Georgia,Clarke,128331,34.05436462,-83.37124007
440,Georgia,Clay,2834,31.722211660000003,-84.97713865
441,Georgia,Clayton,292256,33.64187245,-84.35594188
442,Georgia,Clinch,6618,31.013958220000003,-82.70432472
443,Georgia,Cobb,760141,34.04243204,-84.5761255
444,Georgia,Coffee,43273,31.64892966,-82.85492059999999
445,Georgia,Colquitt,45600,31.28810588,-83.7677946
446,Georgia,Columbia,156714,33.64534185,-82.263524
447,Georgia,Cook,17270,31.260684910000002,-83.42947229
448,Georgia,Coweta,148509,33.45334302,-84.76129976
449,Georgia,Crawford,12404,32.813918130000005,-83.98061238
450,Georgia,Crisp,22372,32.02289565,-83.76811843
451,Georgia,Dade,16116,34.954916700000005,-85.50490424
452,Georgia,Dawson,26108,34.54244079,-84.16964071
453,Georgia,DeKalb,759297,33.86944049,-84.22396017
454,Georgia,Decatur,26404,30.979677780000003,-84.57619536
455,Georgia,Dodge,20605,32.27265114,-83.16948926
456,Georgia,Dooly,13390,32.25630737,-83.79746561
457,Georgia,Dougherty,87956,31.633285280000003,-84.21722377
458,Georgia,Douglas,146343,33.80291126,-84.77026156
459,Georgia,Early,10190,31.42155345,-84.90255207
460,Georgia,Echols,4006,30.81101099,-82.89687287
461,Georgia,Effingham,64296,32.46616021,-81.34280942
462,Georgia,Elbert,19194,34.213023320000005,-82.83936148
463,Georgia,Emanuel,22646,32.692213020000004,-82.30239915
464,Georgia,Evans,10654,32.25328841,-81.8870105
465,Georgia,Fannin,26188,34.96430205,-84.316964
466,Georgia,Fayette,114421,33.513577940000005,-84.49089434
467,Georgia,Floyd,98498,34.36268279,-85.21577392
468,Georgia,Forsyth,244252,34.32604035,-84.12315129999998
469,Georgia,Franklin,23349,34.47525597,-83.23159927
470,Georgia,Fulton,1063937,33.89216944,-84.46319413
471,Georgia,Gilmer,31369,34.79316688,-84.45802506
472,Georgia,Glascock,2971,33.32879932,-82.61297636
473,Georgia,Glynn,85292,31.33279254,-81.53811412
474,Georgia,Gordon,57963,34.604873510000004,-84.87296253
475,Georgia,Grady,24633,30.974548470000002,-84.23418364
476,Georgia,Greene,18324,33.6769205,-83.17139104
477,Georgia,Gwinnett,936250,34.06044201,-84.02137802
478,Georgia,Habersham,45328,34.73331566,-83.53094677
479,Georgia,Hall,204441,34.422078230000004,-83.81896936
480,Georgia,Hancock,8457,33.372156600000004,-82.99766919
481,Georgia,Haralson,29792,33.89602175,-85.21005667
482,Georgia,Harris,35236,32.83709786,-84.90538572
483,Georgia,Hart,26205,34.446269730000004,-82.96567682
484,Georgia,Heard,11923,33.396865670000004,-85.12886832
485,Georgia,Henry,234561,33.5533428,-84.14814659999998
486,Georgia,Houston,157863,32.55802497,-83.66879087
487,Georgia,Irwin,9416,31.70213036,-83.27501387
488,Georgia,Jackson,72977,34.237945530000005,-83.56814788
489,Georgia,Jasper,14219,33.41535543,-83.68844964
490,Georgia,Jeff Davis,15115,31.904057270000003,-82.63724870000001
491,Georgia,Jefferson,15362,33.15867328,-82.41609057
